GeneLabel,t-statistic,p-FDR
ZBTB18,-4.937071886900164,0.003224101193825648
SEMA4D,3.888390082155859,0.010810879788045777
SPHAR,3.0532503139282796,0.033894724116527955
CSPG5,-2.7913746781265387,0.048315252876955095
DLL3,-3.428659094412773,0.020208085391935592
TCFL5,3.1641028685149633,0.029523903503708787
RCAN3,3.492263006830174,0.017938296836842553
PADI2,3.279333560175157,0.024816203100054408
TMC6,3.5430434809580507,0.01655106878082345
CNKSR2,-3.251933439075769,0.025741184894661127
HABP4,2.864336338264061,0.04310212980625395
SIRT2,4.229701537660825,0.008410648566868673
SHANK2,-3.496441463213247,0.017864315256510877
LZTS1,-3.2703539619286603,0.02488965530049933
RAP1GAP2,-2.97561470748103,0.03778202987146097
EPB41L3,3.8017617189494244,0.011748693316671601
KIF13B,3.299226909580015,0.02418751126712576
NPTXR,-3.2305885779685704,0.026391569752084065
RIMBP2,-3.003937737108289,0.03645004112641963
MGAT4C,2.8676171533302077,0.04295476973146488
MYRIP,-2.79862848693977,0.048315252876955095
CNRIP1,-2.88016190060995,0.04242322967865564
DNM3,4.0745145772193005,0.008841767494191006
ERC2,-4.1462024364246775,0.008683675001278231
LDLRAP1,3.645295180752822,0.01448327061435795
CA14,3.5620476067383806,0.016136436037071905
FOXB1,2.8061486439295416,0.04830592225677011
SLITRK5,-2.895212851847283,0.042068740107794655
NSG1,5.574762646247942,0.0008902794799718431
TNFRSF21,2.7956571025935393,0.048315252876955095
CNTN6,3.216952903025707,0.026667308180700268
BHLHE22,-3.8227975279143,0.011748693316671601
PCDH11X,-4.455433137529203,0.005754459869027748
PCSK1N,3.3227615348501898,0.023268316169409563
CERCAM,2.8973796414662587,0.042068740107794655
CEND1,3.0286252655090005,0.03541583434144482
MAGEL2,3.7504050331823375,0.01208104530833497
SHC3,-3.099860488202186,0.031944023387383065
ANLN,3.863531631634963,0.011057492716352951
MTMR10,3.274179929539048,0.024816203100054408
TMEM144,2.965792601963673,0.03779548748610508
CAMK2N1,-3.8074883831066875,0.011748693316671601
TMEM206,3.885472753170964,0.010810879788045777
CFC1B,3.412679435536207,0.020447102569982823
CYP26B1,-4.1014832303410085,0.008789041310606725
PANX2,-3.9070251463179115,0.010809935082809072
DPYSL5,3.1160277279278255,0.03140673866350576
GJC2,3.9262897451587464,0.010809935082809072
PRX,4.529092012431477,0.005754459869027748
TP53INP2,3.99454971199778,0.01062911566536935
RHOU,2.8841644426030344,0.04242322967865564
CACNG8,-3.928057780484409,0.010809935082809072
CSMD1,-4.44808962416905,0.005754459869027748
PDZD4,-2.919357464250789,0.040645719103637214
LRRC4C,-3.0552125381176687,0.033864643545246174
C9orf16,-4.2026828927859174,0.008515459950809968
NIPAL3,3.442826924142345,0.01963980849745183
LHPP,2.861355686767618,0.043289411646167314
CLSTN2,-2.86696630437051,0.04295476973146488
FA2H,3.794905246858806,0.011748693316671601
SNX22,3.3300246658096175,0.023241995678298943
MAP6D1,3.038651293125973,0.034782263327187105
SLC4A10,-2.876377406807792,0.04249532098008983
TRAK2,3.621829625418269,0.014922082144525813
PAQR6,4.096140840504236,0.008789041310606725
EFHD1,3.010613398632552,0.03645004112641963
ULBP1,2.916615056874311,0.040788059752673855
HAPLN2,5.006966462153456,0.003224101193825648
CLMN,3.918203072672281,0.010809935082809072
MOB3B,3.6085202329166797,0.015221245044436423
NETO1,-3.0264835921320725,0.03546724353596627
SH3TC2,2.9376971773978275,0.03944303231985795
SYT16,-3.949129949016999,0.010809935082809072
ZIC4,4.262036489325739,0.007873394138273223
CNDP1,3.7685475515910434,0.011974512710615953
AGBL4,-3.7149402981394206,0.013100492372969383
ELOVL1,4.345139236144896,0.007258527693822019
LINGO1,-3.1573334791731935,0.02976675453205309
ZNF382,-3.1839563304872307,0.02841359687854093
FAM222A,3.079769335996432,0.03233682397929082
MEGF10,2.8054315005218164,0.04830592225677011
NKX6-2,3.6750859433969416,0.013959620502779303
PAQR8,3.1096593258063447,0.03157879479694417
GPRIN1,-3.5793862641663052,0.016136436037071905
KLHL32,2.795835935549009,0.048315252876955095
FMNL2,3.8773553845064566,0.010916068946371763
SLITRK1,-2.797994265215194,0.048315252876955095
AGAP2,-3.71773029173368,0.013100492372969383
TTYH2,3.5010750642523005,0.01776883060636973
WFIKKN1,-2.944523962046179,0.03935529588688525
GALNT15,3.4093695282573457,0.020447102569982823
GPR62,2.953653466670555,0.03857317125518794
C10orf90,3.834158945147043,0.011748693316671601
DNER,2.8862179393747622,0.04242322967865564
ANKRD13B,-3.0878141507088155,0.03230976900308284
EID2B,-3.0988912806061535,0.031944023387383065
SLITRK4,-3.898302391653047,0.010809935082809072
SIRPA,-2.792889453346259,0.048315252876955095
ANO4,7.130921598036568,3.572580831643201e-05
FAM81A,-2.996064920790356,0.03681917607619798
TTC9B,-3.02966445696933,0.03541583434144482
CSAG1,4.505196301804291,0.005754459869027748
KANK4,3.92210226309296,0.010809935082809072
CNIH3,-2.852668259836293,0.04397450030538003
SRARP,3.521594463500722,0.01703385672760235
FAM19A4,3.557774216976955,0.016136436037071905
FAM219A,3.082898322570309,0.03233682397929082
RASGEF1A,-3.5622054495065303,0.016136436037071905
CADM4,2.878355308422866,0.04242322967865564
HS3ST5,4.20193633007267,0.008515459950809968
ARX,-2.9826457294068414,0.037596896348385325
TMEM196,3.649074868637586,0.014464309803587469
RIMKLA,2.8032381696871504,0.04830592225677011
FAM153C,-4.89880066087362,0.0032980969964462514
ZNF454,-3.0057103294382443,0.03645004112641963
GPIHBP1,3.912643551257535,0.010809935082809072
FAM19A2,-2.980608606494323,0.03764905993745413
RSPO2,-3.2428831007515884,0.025978707746058982
GLDN,3.41416565789198,0.020447102569982823
KIAA1211L,-3.7777619546457335,0.011913447965363432
TRIM59,2.8534000435582563,0.04397450030538003
FAM131C,2.8908678724681165,0.042375067119289817
RTN4RL2,-2.878385744960058,0.04242322967865564
NEGR1,-4.612559529803744,0.005454655520199474
RPRML,-3.219486139158517,0.026624588549862962
SNORC,3.3744818100464333,0.022073022204083227
SHC4,3.1489971963389705,0.02989415477240341
SERTM1,-3.5598971335145286,0.016136436037071905
LHFPL3,3.0693039861909024,0.03290503024551034
FAM19A1,-3.1156684614925316,0.03140673866350576
NRG1,3.1500749715490346,0.02989415477240341
LDLRAD4,3.359865622562958,0.022273452538647442
RASSF2,5.373448906088663,0.0013890075523446713
MYO16,-2.920185815387857,0.040645719103637214
KRTAP5-2,3.2763011304185934,0.024816203100054408
SGK2,3.539821031969085,0.016560413199505075
GABRB3,-2.8212705663777347,0.047346768329285326
CAMK2A,-3.7845555153717614,0.011913447965363432
WASF1,-2.8801539267311855,0.04242322967865564
MAP4,4.157047110764346,0.008683675001278231
SLC44A1,3.476991811236389,0.01858289269661475
MBP,3.3217234248273537,0.023268316169409563
MATK,-2.814607357476902,0.047751700802784416
GRID1,3.146572525405331,0.02989415477240341
CHST2,2.9720832379051925,0.03778202987146097
TMEM198,-3.3117639277315463,0.023556583006476114
PKP4,2.939712415209001,0.03944303231985795
BACE1,2.9889301679058287,0.0371287671478367
NTRK3,-3.9073903240686176,0.010809935082809072
KIAA1755,3.1066418770915223,0.03157879479694417
EVI5,2.994383404903386,0.03681917607619798
DGKZ,-3.319106635245092,0.023268316169409563
LHX6,-3.805047122111638,0.011748693316671601
AK5,-2.816851221312486,0.047727558731983546
CREB5,2.880071754780105,0.04242322967865564
DLGAP1,-3.2681895606906908,0.024895937369523707
TMEM63A,3.796925766691054,0.011748693316671601
PLEKHH1,3.9910770505923567,0.01062911566536935
RASL10A,-3.2836823001888926,0.02469974144354878
COL4A5,3.2411424474808865,0.025978707746058982
KIAA0513,-3.635389824012679,0.014622431416377433
ERMN,3.5536585264605614,0.0161926051240706
GPM6A,-3.354623698302359,0.022273452538647442
RFFL,4.12642723287073,0.008789041310606725
EPHA5,-4.1155486407186785,0.008789041310606725
ADGRL1,-4.156129904961915,0.008683675001278231
SV2C,2.9936341934006854,0.03681917607619798
KISS1R,3.1677009049378904,0.02938723829745682
MOG,3.56847975017988,0.016136436037071905
ZNF534,2.9714658191622365,0.03778202987146097
RUNX1T1,-3.1909335149526936,0.02817135430783959
ZC3H12B,-4.317763632432078,0.007349957072311673
PCDH11Y,-3.949227466164057,0.010809935082809072
KCNK4,-2.879299413656762,0.04242322967865564
UNC5A,-3.2243869665131535,0.026553359578961003
ERICH3,-3.3184377997888093,0.023268316169409563
CDK18,4.084672583556671,0.008841767494191006
ACHE,4.701933262819872,0.004427847864384371
BSN,-4.0732286565257425,0.008841767494191006
CLDND1,3.659575908068131,0.014403040326679035
RND2,3.86808591666509,0.011057492716352951
CNTN3,-3.1179658714334333,0.03140673866350576
PLPPR5,-4.7281882242311575,0.0043775919085151434
CRYM,-3.595036152997428,0.015675772220559287
HAGHL,3.1531095550717576,0.02989415477240341
OPN4,3.1116287930244813,0.03157879479694417
SLAIN1,3.895294714379738,0.010809935082809072
CMTM5,2.9976066960132344,0.03681917607619798
MPPED1,-2.8707209093668884,0.04295476973146488
MOBP,4.579994963541689,0.005669491011144841
CNP,3.8245181823798045,0.011748693316671601
C17orf51,-3.453053801234695,0.019432707200693122
STX1A,-3.2977809027390603,0.02418751126712576
NCS1,-2.8950347028654164,0.042068740107794655
PACS2,2.9316638238188446,0.039799241411821056
GRIA4,-3.7741863532059714,0.011913447965363432
PRRG1,4.152378821128514,0.008683675001278231
FGFR2,2.823798295779235,0.04719696060122022
UNC13A,-2.967388987966873,0.03778202987146097
LRRC8B,-3.251849951159689,0.025741184894661127
GRIA2,-4.45151907873413,0.005754459869027748
ATP6V0E2,3.0935984202590463,0.032104176714921426
PRRT2,-4.398357229516448,0.006430802986139666
RASGRP3,4.196425302520703,0.008515459950809968
MID1IP1,3.936755347219841,0.010809935082809072
LACC1,3.0472458532439664,0.03414449428801197
TMEM235,3.1315215177594165,0.03082700681146148
RAPGEF4,-2.898719609039437,0.042068740107794655
SLC14A1,3.355757224746901,0.022273452538647442
UGT8,3.3668227607072203,0.022247541285613612
DMTN,-3.6968003458604355,0.013519120506537207
MSRA,3.5651316831757858,0.016136436037071905
TMEM229A,3.247132547270733,0.025929642291214697
RNFT2,3.3367956886015313,0.02295568709331107
ST6GAL2,-3.322583667423742,0.023268316169409563
TENM2,-3.07914374718036,0.03233682397929082
ADARB2,2.798248881151386,0.048315252876955095
MAST3,-3.107560640282226,0.03157879479694417
TBC1D12,4.9633857834363075,0.003224101193825648
CARNS1,4.166198691019232,0.008683675001278231
GABRA2,-3.630783513570498,0.014679763218820249
PNCK,-2.8101584741547523,0.04807725443979559
C16orf45,-3.0119933233841736,0.03645004112641963
CTXN3,3.0948692216671705,0.032104176714921426
NRGN,-3.0748504763607047,0.032565168082022894
BUB1B-PAK6,-3.751149432842482,0.01208104530833497
C14orf132,-4.096477128527883,0.008789041310606725
DBNDD2,3.566410720672721,0.016136436037071905
GJB1,4.522180482419149,0.005754459869027748
PAIP2B,2.9789697138289557,0.03766245142795023
LMTK3,-3.273517679082366,0.024816203100054408
SVIP,4.515264686661931,0.005754459869027748
FBXO41,-3.411179479935487,0.020447102569982823
C2orf80,-2.814094226018409,0.047751700802784416
ZFHX2,2.922904094822338,0.04056772785154466
PPP1R17,5.683363903828834,0.0007931415873938738
CHADL,2.7907706222820323,0.048315252876955095
PDE2A,-3.0112936423830923,0.03645004112641963
WDR97,-3.2403735303018877,0.025978707746058982
MCF2,3.0818485552148362,0.03233682397929082
CAPN3,4.468426406649359,0.005754459869027748
ABR,-3.931643580673133,0.010809935082809072
ABCA2,2.803422546611598,0.04830592225677011
AIRE,3.8992770818767997,0.010809935082809072
ADGRB2,-3.0604119528623084,0.033545539270295174
BOK,2.884788826200916,0.04242322967865564
IQSEC2,3.639327146782521,0.014594305532441837
LMO3,-3.2074175300936933,0.027081323577231937
KLK6,3.8094710234471347,0.011748693316671601
CREG2,-3.117732487992169,0.03140673866350576
SLC17A7,-3.1614568272971293,0.02958581625269188
GRIN2B,-3.208788623806114,0.027081323577231937
CHRM1,-3.3463993134704446,0.022640139663401306
CHRNA4,3.4414510399750884,0.01963980849745183
TUNAR,3.1429171189434935,0.030042874143828176
